train_loss_step,epoch,step,train_loss_epoch,val_NRMSE_main_model,val_MSE_main_model,val_ND_main_model,val_CRPS_main_model,test_NRMSE_main_model,test_MSE_main_model,test_ND_main_model,test_CRPS_main_model
,48,3135,16.382015228271484,,,,,,,,
0.8501615524291992,49,3149,,,,,,,,,
2.4105753898620605,49,3199,,,,,,,,,
,49,3199,0.12286940217018127,,,,,,,,
0.02080576680600643,50,3249,,,,,,,,,
,50,3263,0.4241129755973816,,,,,,,,
0.019302446395158768,51,3299,,,,,,,,,
,51,3327,0.15762025117874146,,,,,,,,
0.03971679136157036,52,3349,,,,,,,,,
,52,3391,0.27614638209342957,,,,,,,,
0.037964917719364166,53,3399,,,,,,,,,
0.018793504685163498,53,3449,,,,,,,,,
,53,3455,0.229242742061615,,,,,,,,
0.013393738307058811,54,3499,,,,,,,,,
,54,3519,3.0008819103240967,,,,,,,,
0.015090852044522762,55,3549,,,,,,,,,
,55,3583,0.4330902397632599,,,,,,,,
0.021708855405449867,56,3599,,,,,,,,,
,56,3647,10.399125099182129,,,,,,,,
0.012439335696399212,57,3649,,,,,,,,,
0.011088643223047256,57,3699,,,,,,,,,
,57,3711,1.296589732170105,,,,,,,,
0.039634302258491516,58,3749,,,,,,,,,
,58,3775,0.03735874965786934,,,,,,,,
0.014245201833546162,59,3799,,,,,,,,,
,59,3839,0.31206774711608887,inf,1.8898540891342318e-23,inf,inf,inf,2.0335087321092104e-23,inf,inf
0.017090581357479095,60,3849,,,,,,,,,
0.012715170159935951,60,3899,,,,,,,,,
,60,3903,0.21723417937755585,,,,,,,,
0.010770682245492935,61,3949,,,,,,,,,
,61,3967,0.18182246387004852,,,,,,,,
0.0418681725859642,62,3999,,,,,,,,,
,62,4031,0.39211606979370117,,,,,,,,
0.024555811658501625,63,4049,,,,,,,,,
,63,4095,1.058030128479004,,,,,,,,
962.1300048828125,64,4099,,,,,,,,,
0.009591170586645603,64,4149,,,,,,,,,
,64,4159,15.267756462097168,,,,,,,,
0.011544712819159031,65,4199,,,,,,,,,
,65,4223,1.169587254524231,,,,,,,,
0.0213339701294899,66,4249,,,,,,,,,
,66,4287,0.07745485752820969,,,,,,,,
0.01703084446489811,67,4299,,,,,,,,,
0.03334909304976463,67,4349,,,,,,,,,
,67,4351,3.3193936347961426,,,,,,,,
0.04636288806796074,68,4399,,,,,,,,,
,68,4415,0.4650111198425293,,,,,,,,
0.019674289971590042,69,4449,,,,,,,,,
,69,4479,0.5932615399360657,,,,,,,,
0.011390398256480694,70,4499,,,,,,,,,
,70,4543,0.2674678862094879,,,,,,,,
0.01262215431779623,71,4549,,,,,,,,,
0.016675196588039398,71,4599,,,,,,,,,
,71,4607,0.2778778076171875,,,,,,,,
0.011845523491501808,72,4649,,,,,,,,,
,72,4671,0.36353814601898193,,,,,,,,
0.05833781138062477,73,4699,,,,,,,,,
,73,4735,0.11763785779476166,,,,,,,,
0.012611612677574158,74,4749,,,,,,,,,
0.006290882360190153,74,4799,,,,,,,,,
,74,4799,0.08483662456274033,,,,,,,,
0.008824716322124004,75,4849,,,,,,,,,
,75,4863,0.4700106680393219,,,,,,,,
0.010218312032520771,76,4899,,,,,,,,,
,76,4927,0.1500246226787567,,,,,,,,
0.03036659210920334,77,4949,,,,,,,,,
,77,4991,5.945774078369141,,,,,,,,
0.014889964833855629,78,4999,,,,,,,,,
0.027310824021697044,78,5049,,,,,,,,,
,78,5055,0.28823399543762207,,,,,,,,
0.05796026065945625,79,5099,,,,,,,,,
,79,5119,0.633368194103241,inf,9.588809797797379e-24,inf,inf,inf,1.0292438466601887e-23,inf,inf
0.015528364107012749,80,5149,,,,,,,,,
,80,5183,9.696685791015625,,,,,,,,
0.4383237063884735,81,5199,,,,,,,,,
,81,5247,3.143357753753662,,,,,,,,
0.007630673702806234,82,5249,,,,,,,,,
0.009477704763412476,82,5299,,,,,,,,,
,82,5311,1.1770720481872559,,,,,,,,
0.031361840665340424,83,5349,,,,,,,,,
,83,5375,0.04141152277588844,,,,,,,,
0.006024952046573162,84,5399,,,,,,,,,
,84,5439,1.1071438789367676,,,,,,,,
0.009146250784397125,85,5449,,,,,,,,,
0.01414619293063879,85,5499,,,,,,,,,
,85,5503,0.11314404755830765,,,,,,,,
0.006446214392781258,86,5549,,,,,,,,,
,86,5567,0.20279091596603394,,,,,,,,
0.1275530755519867,87,5599,,,,,,,,,
,87,5631,0.15930798649787903,,,,,,,,
0.011501820757985115,88,5649,,,,,,,,,
,88,5695,0.35670968890190125,,,,,,,,
0.010076588951051235,89,5699,,,,,,,,,
0.04749951884150505,89,5749,,,,,,,,,
,89,5759,0.35532790422439575,,,,,,,,
0.07063639163970947,90,5799,,,,,,,,,
,90,5823,0.20398437976837158,,,,,,,,
0.38514286279678345,91,5849,,,,,,,,,
,91,5887,0.3058006763458252,,,,,,,,
0.12757590413093567,92,5899,,,,,,,,,
0.0269919466227293,92,5949,,,,,,,,,
,92,5951,0.07614500820636749,,,,,,,,
0.08274154365062714,93,5999,,,,,,,,,
,93,6015,0.34871065616607666,,,,,,,,
0.01219762209802866,94,6049,,,,,,,,,
,94,6079,0.4979570508003235,,,,,,,,
0.008310537785291672,95,6099,,,,,,,,,
,95,6143,16.56085968017578,,,,,,,,
0.01064568106085062,96,6149,,,,,,,,,
0.03830188140273094,96,6199,,,,,,,,,
,96,6207,4.263101100921631,,,,,,,,
0.009577784687280655,97,6249,,,,,,,,,
,97,6271,0.7519253492355347,,,,,,,,
0.014381861314177513,98,6299,,,,,,,,,
,98,6335,0.03975539654493332,,,,,,,,
0.030338354408740997,99,6349,,,,,,,,,
9.842511177062988,99,6399,,,,,,,,,
,99,6399,0.7888782620429993,inf,9.988953105627232e-24,inf,inf,inf,1.0711595152239292e-23,inf,inf
0.042434386909008026,100,6449,,,,,,,,,
,100,6463,0.09428266435861588,,,,,,,,
0.00841748807579279,101,6499,,,,,,,,,
,101,6527,1.71589994430542,,,,,,,,
0.010159988887608051,102,6549,,,,,,,,,
,102,6591,0.8983420133590698,,,,,,,,
0.015963345766067505,103,6599,,,,,,,,,
0.035785965621471405,103,6649,,,,,,,,,
,103,6655,0.2730390429496765,,,,,,,,
3.4092857837677,104,6699,,,,,,,,,
,104,6719,0.9662448167800903,,,,,,,,
0.010226907208561897,105,6749,,,,,,,,,
,105,6783,0.3578500747680664,,,,,,,,
0.013297276571393013,106,6799,,,,,,,,,
,106,6847,0.5447275638580322,,,,,,,,
0.02929607406258583,107,6849,,,,,,,,,
0.015546180307865143,107,6899,,,,,,,,,
,107,6911,0.27147823572158813,,,,,,,,
0.009745770134031773,108,6949,,,,,,,,,
,108,6975,1.0127707719802856,,,,,,,,
0.019790489226579666,109,6999,,,,,,,,,
,109,7039,0.3121175765991211,,,,,,,,
0.011318179778754711,110,7049,,,,,,,,,
0.017881257459521294,110,7099,,,,,,,,,
,110,7103,0.45735931396484375,,,,,,,,
0.009566384367644787,111,7149,,,,,,,,,
,111,7167,0.35950249433517456,,,,,,,,
3.8105273246765137,112,7199,,,,,,,,,
,112,7231,0.39387667179107666,,,,,,,,
0.027370518073439598,113,7249,,,,,,,,,
,113,7295,0.470939040184021,,,,,,,,
0.009219629690051079,114,7299,,,,,,,,,
0.01474195346236229,114,7349,,,,,,,,,
,114,7359,0.28764936327934265,,,,,,,,
0.010425697080790997,115,7399,,,,,,,,,
,115,7423,0.5769169926643372,,,,,,,,
0.009800969623029232,116,7449,,,,,,,,,
,116,7487,0.39488667249679565,,,,,,,,
1.9877336025238037,117,7499,,,,,,,,,
0.009541800245642662,117,7549,,,,,,,,,
,117,7551,0.0655144527554512,,,,,,,,
0.0101204514503479,118,7599,,,,,,,,,
,118,7615,0.30753156542778015,,,,,,,,
0.013645987026393414,119,7649,,,,,,,,,
,119,7679,5.092406272888184,inf,1.1048918861053091e-23,inf,inf,inf,1.0709556732939991e-23,inf,inf
0.024609358981251717,120,7699,,,,,,,,,
,120,7743,0.1688796579837799,,,,,,,,
0.03086312860250473,121,7749,,,,,,,,,
0.026125047355890274,121,7799,,,,,,,,,
,121,7807,0.2805975079536438,,,,,,,,
0.060803405940532684,122,7849,,,,,,,,,
,122,7871,0.11777828633785248,,,,,,,,
0.009225803427398205,123,7899,,,,,,,,,
,123,7935,0.2774260640144348,,,,,,,,
0.04884018003940582,124,7949,,,,,,,,,
0.016583183780312538,124,7999,,,,,,,,,
,124,7999,1.2230111360549927,,,,,,,,
0.023085741326212883,125,8049,,,,,,,,,
,125,8063,0.17712745070457458,,,,,,,,
0.023765312507748604,126,8099,,,,,,,,,
,126,8127,0.5950319766998291,,,,,,,,
1.0115996599197388,127,8149,,,,,,,,,
,127,8191,0.1964813619852066,,,,,,,,
1.1433641910552979,128,8199,,,,,,,,,
0.008800032548606396,128,8249,,,,,,,,,
,128,8255,0.32894182205200195,,,,,,,,
0.01079487893730402,129,8299,,,,,,,,,
,129,8319,0.24359911680221558,,,,,,,,
0.02740211971104145,130,8349,,,,,,,,,
,130,8383,0.490894615650177,,,,,,,,
0.013842667452991009,131,8399,,,,,,,,,
,131,8447,0.21422627568244934,,,,,,,,
0.8274161219596863,132,8449,,,,,,,,,
0.008772485889494419,132,8499,,,,,,,,,
,132,8511,0.17178884148597717,,,,,,,,
0.02373291738331318,133,8549,,,,,,,,,
,133,8575,0.47153639793395996,,,,,,,,
0.013411004096269608,134,8599,,,,,,,,,
,134,8639,0.355171799659729,,,,,,,,
3.4473495483398438,135,8649,,,,,,,,,
0.009453834965825081,135,8699,,,,,,,,,
,135,8703,0.6534875631332397,,,,,,,,
0.01028773095458746,136,8749,,,,,,,,,
,136,8767,0.48263466358184814,,,,,,,,
0.02463824860751629,137,8799,,,,,,,,,
,137,8831,0.03504271060228348,,,,,,,,
3.708364486694336,138,8849,,,,,,,,,
,138,8895,0.753840446472168,,,,,,,,
0.009967660531401634,139,8899,,,,,,,,,
0.01127605326473713,139,8949,,,,,,,,,
,139,8959,0.4550546705722809,inf,8.911191882918399e-24,inf,inf,inf,9.524546621289437e-24,inf,inf
0.012401975691318512,140,8999,,,,,,,,,
,140,9023,4.000058174133301,,,,,,,,
0.03236360847949982,141,9049,,,,,,,,,
,141,9087,0.48015260696411133,,,,,,,,
0.033421751111745834,142,9099,,,,,,,,,
0.01454597432166338,142,9149,,,,,,,,,
,142,9151,0.13914507627487183,,,,,,,,
0.04409750923514366,143,9199,,,,,,,,,
,143,9215,0.9824049472808838,,,,,,,,
0.011159575544297695,144,9249,,,,,,,,,
,144,9279,0.9047238826751709,,,,,,,,
0.020090196281671524,145,9299,,,,,,,,,
,145,9343,0.19989904761314392,,,,,,,,
0.0334954559803009,146,9349,,,,,,,,,
0.03125292435288429,146,9399,,,,,,,,,
,146,9407,4.266783714294434,,,,,,,,
0.015096364542841911,147,9449,,,,,,,,,
,147,9471,0.1544710397720337,,,,,,,,
0.03478351980447769,148,9499,,,,,,,,,
,148,9535,2.092155933380127,,,,,,,,
0.013193931430578232,149,9549,,,,,,,,,
0.02872546575963497,149,9599,,,,,,,,,
,149,9599,0.7152510285377502,,,,,,,,
0.047685038298368454,150,9649,,,,,,,,,
,150,9663,0.10394969582557678,,,,,,,,
0.014518184587359428,151,9699,,,,,,,,,
,151,9727,0.12602591514587402,,,,,,,,
0.02353903278708458,152,9749,,,,,,,,,
,152,9791,0.4862500727176666,,,,,,,,
0.02300861105322838,153,9799,,,,,,,,,
0.01320918370038271,153,9849,,,,,,,,,
,153,9855,0.22547905147075653,,,,,,,,
0.007212329655885696,154,9899,,,,,,,,,
,154,9919,0.3668164014816284,,,,,,,,
0.021403491497039795,155,9949,,,,,,,,,
,155,9983,0.44372043013572693,,,,,,,,
0.013808581046760082,156,9999,,,,,,,,,
,156,10047,1.0239421129226685,,,,,,,,
0.031099138781428337,157,10049,,,,,,,,,
0.014370599761605263,157,10099,,,,,,,,,
,157,10111,0.5306682586669922,,,,,,,,
0.30126386880874634,158,10149,,,,,,,,,
,158,10175,0.07826367020606995,,,,,,,,
0.009337540715932846,159,10199,,,,,,,,,
,159,10239,2.1656301021575928,inf,9.657302440103391e-24,inf,inf,inf,1.0333250696932982e-23,inf,inf
0.013469922356307507,160,10249,,,,,,,,,
0.014052918180823326,160,10299,,,,,,,,,
,160,10303,0.25408312678337097,,,,,,,,
0.014993615448474884,161,10349,,,,,,,,,
,161,10367,0.25589415431022644,,,,,,,,
0.43694883584976196,162,10399,,,,,,,,,
,162,10431,3.283285617828369,,,,,,,,
0.3121277987957001,163,10449,,,,,,,,,
,163,10495,3.2674970626831055,,,,,,,,
0.01137584913522005,164,10499,,,,,,,,,
0.010361895896494389,164,10549,,,,,,,,,
,164,10559,3.1689863204956055,,,,,,,,
0.020739547908306122,165,10599,,,,,,,,,
,165,10623,0.4206744432449341,,,,,,,,
0.02507273480296135,166,10649,,,,,,,,,
,166,10687,1.3281919956207275,,,,,,,,
0.039860617369413376,167,10699,,,,,,,,,
0.008650111965835094,167,10749,,,,,,,,,
,167,10751,0.6053538918495178,,,,,,,,
0.009093930013477802,168,10799,,,,,,,,,
,168,10815,1.1843724250793457,,,,,,,,
0.043997082859277725,169,10849,,,,,,,,,
,169,10879,3.4700067043304443,,,,,,,,
0.015110313892364502,170,10899,,,,,,,,,
,170,10943,0.09713523089885712,,,,,,,,
0.019989939406514168,171,10949,,,,,,,,,
0.014473180286586285,171,10999,,,,,,,,,
,171,11007,2.2497591972351074,,,,,,,,
0.03634641319513321,172,11049,,,,,,,,,
,172,11071,0.2790919542312622,,,,,,,,
0.01805195026099682,173,11099,,,,,,,,,
,173,11135,4.186553955078125,,,,,,,,
0.022474059835076332,174,11149,,,,,,,,,
0.019366128370165825,174,11199,,,,,,,,,
,174,11199,0.4264807105064392,,,,,,,,
0.021261045709252357,175,11249,,,,,,,,,
,175,11263,0.3558240830898285,,,,,,,,
0.011648384854197502,176,11299,,,,,,,,,
,176,11327,14.453207015991211,,,,,,,,
0.012423677369952202,177,11349,,,,,,,,,
,177,11391,0.23085927963256836,,,,,,,,
0.05033640190958977,178,11399,,,,,,,,,
0.09927891939878464,178,11449,,,,,,,,,
,178,11455,0.2265959084033966,,,,,,,,
0.013977861031889915,179,11499,,,,,,,,,
,179,11519,0.8244447708129883,inf,9.54511845531565e-24,inf,inf,inf,1.0205321684296555e-23,inf,inf
0.06501106172800064,180,11549,,,,,,,,,
,180,11583,0.2963160276412964,,,,,,,,
0.015037024393677711,181,11599,,,,,,,,,
,181,11647,0.512001097202301,,,,,,,,
0.013209315948188305,182,11649,,,,,,,,,
0.010902895592153072,182,11699,,,,,,,,,
,182,11711,0.4296949803829193,,,,,,,,
0.029443098232150078,183,11749,,,,,,,,,
,183,11775,0.10098223388195038,,,,,,,,
0.02672518789768219,184,11799,,,,,,,,,
,184,11839,0.6650820374488831,,,,,,,,
0.01459618378430605,185,11849,,,,,,,,,
0.012342436239123344,185,11899,,,,,,,,,
,185,11903,0.20387598872184753,,,,,,,,
0.01950828731060028,186,11949,,,,,,,,,
,186,11967,0.04319598525762558,,,,,,,,
0.013453569263219833,187,11999,,,,,,,,,
,187,12031,0.40936508774757385,,,,,,,,
0.0540354922413826,188,12049,,,,,,,,,
,188,12095,0.08728878945112228,,,,,,,,
0.008309489116072655,189,12099,,,,,,,,,
0.01623399928212166,189,12149,,,,,,,,,
,189,12159,1.581046223640442,,,,,,,,
0.016082247719168663,190,12199,,,,,,,,,
,190,12223,0.10701970010995865,,,,,,,,
0.023076027631759644,191,12249,,,,,,,,,
,191,12287,0.6111970543861389,,,,,,,,
0.01378718949854374,192,12299,,,,,,,,,
0.01651780493557453,192,12349,,,,,,,,,
,192,12351,20.568668365478516,,,,,,,,
0.00999811477959156,193,12399,,,,,,,,,
,193,12415,0.03539048880338669,,,,,,,,
0.020013945177197456,194,12449,,,,,,,,,
,194,12479,0.09607543796300888,,,,,,,,
0.03425631299614906,195,12499,,,,,,,,,
,195,12543,0.48287686705589294,,,,,,,,
0.01817169226706028,196,12549,,,,,,,,,
0.01161128282546997,196,12599,,,,,,,,,
,196,12607,9.834967613220215,,,,,,,,
0.010434473864734173,197,12649,,,,,,,,,
,197,12671,2.1794285774230957,,,,,,,,
0.20008106529712677,198,12699,,,,,,,,,
,198,12735,0.7761000990867615,,,,,,,,
0.006994244176894426,199,12749,,,,,,,,,
0.012883932329714298,199,12799,,,,,,,,,
,199,12799,6.488682746887207,inf,9.577807280365859e-24,inf,inf,inf,9.54997739143121e-24,inf,inf
