train_loss_step,epoch,step,train_loss_epoch
0.1882423609495163,0,49,
,0,63,0.7493699789047241
0.3068338632583618,1,99,
,1,127,2.850404739379883
0.2118663191795349,2,149,
,2,191,0.48310524225234985
4.985921382904053,3,199,
0.2383854240179062,3,249,
,3,255,0.5924534797668457
0.09284394234418869,4,299,
,4,319,1.8314582109451294
